社名,問い合わせからの経過日数,接触回数,最終接触からの経過日数,資料請求,デモ版利用,セミナー参加,顧客の業種,顧客の従業員規模,商談フェーズ,提案金額,競合,導入予定時期,決裁者の関与度,企業規模（売上高）,契約成立
企業_1370_9TKWPJMW,61,8,89,0,0,1,製造業,101-500名,クロージング,1570000,0,半年以内,高い,100億円以上,1
企業_1371_JD85KOG3,171,7,77,0,1,0,サービス,501名以上,提案,4740000,1,未定,高い,1億円～10億円,1
企業_1372_LNOYZA84,104,5,89,1,1,1,金融,101-500名,クロージング,1090000,0,3ヶ月以内,低い,1億円～10億円,1
企業_1373_QAMZILE6,42,0,60,1,0,1,製造業,51-100名,交渉,1280000,1,未定,普通,100億円以上,0
企業_1374_OLRB4SQC,25,9,68,1,1,1,その他,1-10名,見積もり,1180000,0,半年以内,高い,100億円以上,1
企業_1375_6I0GQIR3,39,0,60,1,1,0,製造業,501名以上,提案,4010000,1,1年以内,高い,10億円～100億円,0
企業_1376_SPFOH24X,35,5,45,1,1,0,サービス,1-10名,初期ヒアリング,910000,1,1年以内,低い,10億円～100億円,1
企業_1377_CLQRPJ0P,131,2,67,1,1,0,金融,11-50名,提案,220000,1,未定,高い,1億円未満,1
企業_1378_PKJUOY74,108,2,54,0,1,1,その他,501名以上,クロージング,4660000,1,1年以内,普通,100億円以上,1
企業_1379_XPAAKH0I,172,5,0,1,1,0,その他,1-10名,提案,4300000,0,未定,低い,1億円未満,1
企業_1380_M9DBYQ2Z,179,2,76,0,1,0,その他,11-50名,見積もり,4870000,0,半年以内,高い,10億円～100億円,1
企業_1381_WA6Y1NAX,102,9,66,0,1,1,その他,1-10名,初期ヒアリング,3080000,1,3ヶ月以内,低い,100億円以上,0
企業_1382_ZWKMR1FD,98,5,48,0,1,1,製造業,51-100名,交渉,1010000,0,3ヶ月以内,低い,1億円～10億円,1
企業_1383_FEHC8I7B,12,4,24,1,0,0,その他,101-500名,初期ヒアリング,2470000,0,半年以内,高い,1億円～10億円,1
企業_1384_15TRZ1QK,19,3,15,0,1,1,IT,11-50名,提案,1930000,1,3ヶ月以内,高い,100億円以上,0
企業_1385_5GPAF7W0,101,7,84,1,1,0,その他,501名以上,見積もり,1870000,1,半年以内,普通,1億円～10億円,1
企業_1386_JYSCSW9E,44,1,12,1,0,1,その他,101-500名,見積もり,2190000,1,3ヶ月以内,低い,10億円～100億円,1
企業_1387_BF4TQEYB,49,6,51,1,1,0,IT,1-10名,見積もり,2850000,1,未定,普通,1億円未満,0
企業_1388_FUMH1MLF,17,3,35,1,1,0,金融,11-50名,提案,3130000,1,半年以内,低い,10億円～100億円,1
企業_1389_L3KSIGMM,74,1,71,1,1,1,小売,101-500名,初期ヒアリング,3650000,1,未定,普通,1億円～10億円,0
企業_1390_1O5CMKQG,57,6,43,0,1,1,IT,101-500名,提案,2840000,1,3ヶ月以内,低い,1億円～10億円,1
企業_1391_AXKKTYP3,55,0,82,1,0,0,サービス,1-10名,クロージング,3340000,0,未定,低い,1億円未満,0
企業_1392_CSHXMJIK,47,3,46,0,1,1,金融,51-100名,初期ヒアリング,4910000,0,未定,普通,10億円～100億円,0
企業_1393_QNJY02LK,12,8,79,1,1,0,その他,101-500名,初期ヒアリング,2820000,1,3ヶ月以内,普通,1億円未満,1
企業_1394_ZQGPUIXK,62,3,75,1,0,1,製造業,101-500名,提案,4210000,0,1年以内,低い,1億円～10億円,0
企業_1395_SORQ6GZR,80,2,19,1,0,0,IT,501名以上,交渉,450000,1,1年以内,普通,1億円未満,1
企業_1396_2RJEPZDF,83,9,17,0,0,1,金融,101-500名,提案,4310000,1,1年以内,高い,1億円～10億円,1
企業_1397_YMEM3SAT,8,9,53,0,1,0,金融,1-10名,提案,4870000,0,1年以内,低い,10億円～100億円,0
企業_1398_VUAD7CN5,149,1,11,0,0,1,その他,1-10名,初期ヒアリング,3470000,1,未定,低い,100億円以上,1
企業_1399_UBY4VBZU,81,2,24,0,1,0,小売,11-50名,初期ヒアリング,790000,0,未定,普通,1億円未満,0
企業_1400_J1IAHBYQ,118,0,59,1,0,0,製造業,1-10名,交渉,1250000,1,半年以内,普通,1億円未満,0
企業_1401_R5CT3G5R,25,9,74,1,0,1,製造業,101-500名,提案,4190000,1,1年以内,低い,100億円以上,0
企業_1402_GLYT4W0X,89,7,85,0,1,1,製造業,101-500名,提案,4720000,0,未定,普通,1億円未満,1
企業_1403_GJO1K3HW,12,0,33,0,0,0,サービス,11-50名,交渉,100000,1,1年以内,高い,1億円～10億円,0
企業_1404_6QGLR9SA,143,2,12,0,1,0,金融,101-500名,交渉,900000,1,1年以内,低い,100億円以上,0
企業_1405_4EJHF2ID,59,2,37,0,0,1,サービス,51-100名,提案,4880000,1,3ヶ月以内,普通,10億円～100億円,1
企業_1406_ZB4H16W1,154,1,11,1,0,1,サービス,1-10名,交渉,3950000,1,3ヶ月以内,低い,100億円以上,0
企業_1407_EQGMDVKO,109,4,35,1,1,0,金融,51-100名,見積もり,4290000,0,半年以内,低い,1億円～10億円,0
企業_1408_K3NVUFM8,26,9,27,1,1,0,製造業,51-100名,クロージング,4490000,0,半年以内,普通,10億円～100億円,1
企業_1409_HCT4ZJ5Z,47,2,38,0,0,0,金融,501名以上,クロージング,440000,0,1年以内,高い,10億円～100億円,1
企業_1410_OBSHO8R3,32,2,76,0,1,1,小売,101-500名,提案,3920000,0,半年以内,高い,100億円以上,1
企業_1411_PXC4QD80,10,7,42,1,0,1,金融,11-50名,クロージング,2920000,0,3ヶ月以内,高い,1億円～10億円,1
企業_1412_9OJO7BHO,16,3,30,0,1,0,その他,101-500名,見積もり,2040000,0,半年以内,高い,100億円以上,1
企業_1413_KD1QDJFZ,145,3,1,0,0,1,金融,1-10名,クロージング,1930000,1,未定,普通,1億円～10億円,0
企業_1414_ALL2DPSZ,151,2,81,0,1,0,IT,51-100名,見積もり,550000,0,未定,普通,1億円～10億円,0
企業_1415_63WZU2WC,26,0,89,1,0,0,小売,101-500名,見積もり,1570000,0,3ヶ月以内,高い,1億円～10億円,1
企業_1416_65PTNY89,86,7,41,0,0,1,IT,1-10名,クロージング,2730000,1,1年以内,普通,1億円未満,0
企業_1417_V8VYGVYE,135,0,30,1,0,1,製造業,501名以上,見積もり,1020000,0,1年以内,高い,100億円以上,0
企業_1418_4P4VPC98,14,6,60,0,0,1,製造業,11-50名,提案,3370000,1,未定,低い,100億円以上,0
企業_1419_5J8SFJ2Z,79,4,55,0,1,0,その他,101-500名,提案,4980000,1,1年以内,低い,1億円未満,1
企業_1420_EXBTAALB,117,3,85,1,1,1,その他,11-50名,クロージング,1230000,0,半年以内,高い,100億円以上,1
企業_1421_30W8R1C4,7,3,82,1,1,1,その他,11-50名,見積もり,3560000,1,半年以内,高い,1億円～10億円,1
企業_1422_Z4AQQI8Q,137,7,13,1,0,1,小売,51-100名,提案,2910000,1,1年以内,普通,1億円～10億円,1
企業_1423_BE9RKOKF,115,5,13,1,0,0,サービス,501名以上,見積もり,1120000,0,未定,普通,10億円～100億円,0
企業_1424_XMXJPDTU,176,0,28,0,0,0,金融,1-10名,提案,2110000,1,3ヶ月以内,普通,10億円～100億円,0
企業_1425_I000LICS,72,9,80,0,1,0,IT,501名以上,見積もり,710000,0,1年以内,低い,10億円～100億円,1
企業_1426_JPPVEREQ,59,7,49,1,1,1,小売,101-500名,初期ヒアリング,1030000,1,半年以内,高い,1億円～10億円,1
企業_1427_J4AGG3LW,82,1,49,1,1,0,IT,1-10名,交渉,4260000,1,3ヶ月以内,高い,1億円未満,1
企業_1428_P6EDBQN7,116,5,62,0,1,0,金融,51-100名,初期ヒアリング,3260000,1,半年以内,普通,1億円～10億円,1
企業_1429_GWY9CJ8S,167,8,72,0,0,0,サービス,101-500名,クロージング,2370000,0,3ヶ月以内,高い,10億円～100億円,0
企業_1430_6NVCI5KE,146,0,64,0,0,1,IT,101-500名,見積もり,4130000,1,半年以内,低い,100億円以上,1
企業_1431_CGXHUDRZ,103,5,67,1,0,0,小売,11-50名,交渉,770000,0,半年以内,高い,10億円～100億円,0
企業_1432_FP9SD021,17,7,70,1,0,0,金融,1-10名,見積もり,4800000,0,未定,普通,1億円未満,0
企業_1433_117NYXSV,14,9,10,0,1,0,その他,11-50名,クロージング,2940000,0,3ヶ月以内,普通,100億円以上,1
企業_1434_I4PFTOI6,159,1,13,1,0,1,その他,1-10名,初期ヒアリング,3110000,1,半年以内,高い,10億円～100億円,0
企業_1435_YESR14GR,152,4,82,0,1,0,その他,101-500名,交渉,4890000,1,半年以内,普通,100億円以上,1
企業_1436_HDLSGBKH,108,5,2,1,1,0,金融,51-100名,初期ヒアリング,1740000,1,半年以内,低い,10億円～100億円,0
企業_1437_XD09DT8G,45,4,7,1,0,0,サービス,51-100名,初期ヒアリング,1100000,0,3ヶ月以内,低い,1億円未満,0
企業_1438_S2VJL3BX,98,2,42,0,1,1,小売,11-50名,見積もり,2520000,0,半年以内,低い,100億円以上,0
企業_1439_7KIGFVM3,131,3,8,0,1,1,その他,1-10名,初期ヒアリング,990000,0,未定,高い,1億円～10億円,1
企業_1440_KFZKHVG9,37,6,18,1,0,0,金融,11-50名,クロージング,4460000,0,未定,高い,100億円以上,1
企業_1441_SXDA0BTU,171,3,11,0,1,0,IT,1-10名,初期ヒアリング,3980000,1,未定,低い,1億円～10億円,0
企業_1442_XZ0BT0O9,168,8,26,1,0,0,その他,51-100名,見積もり,970000,0,1年以内,低い,100億円以上,0
企業_1443_F79OID7Q,108,9,57,0,1,1,製造業,101-500名,見積もり,1360000,0,半年以内,高い,1億円未満,1
企業_1444_SC3HWNR2,39,1,24,0,1,1,小売,1-10名,クロージング,1160000,1,未定,高い,100億円以上,1
企業_1445_KM6AWPPN,15,4,44,1,1,1,IT,51-100名,初期ヒアリング,3310000,1,未定,普通,10億円～100億円,1
企業_1446_O2UBS8ZD,120,7,47,0,1,1,サービス,101-500名,見積もり,4080000,0,未定,高い,100億円以上,1
企業_1447_3AOKV2D5,4,4,49,1,1,0,サービス,101-500名,交渉,3110000,1,半年以内,高い,10億円～100億円,1
企業_1448_78F2Y21N,93,9,80,1,0,0,金融,501名以上,交渉,4970000,0,未定,普通,100億円以上,0
企業_1449_TEPQOKEQ,153,7,43,1,1,1,サービス,11-50名,見積もり,2530000,1,1年以内,高い,100億円以上,1
企業_1450_ZLQUBWLN,141,7,58,1,1,1,製造業,51-100名,見積もり,1940000,1,半年以内,普通,1億円未満,1
企業_1451_F1AIHZWA,161,8,32,0,1,1,その他,11-50名,交渉,2730000,1,未定,普通,100億円以上,1
企業_1452_GGABDEFJ,16,9,77,1,1,0,IT,1-10名,提案,4300000,0,半年以内,高い,1億円未満,1
企業_1453_ID8Y68F5,170,5,27,1,0,1,その他,1-10名,見積もり,1100000,1,未定,高い,1億円～10億円,0
企業_1454_51NDT6AV,108,3,17,1,1,1,小売,101-500名,提案,4500000,0,未定,高い,10億円～100億円,1
企業_1455_U7N2VZIO,126,2,54,0,1,1,その他,51-100名,見積もり,2620000,0,3ヶ月以内,高い,10億円～100億円,1
企業_1456_DJCTDYEX,55,4,32,1,1,1,金融,51-100名,提案,1510000,1,半年以内,低い,1億円～10億円,1
企業_1457_9TATFD0J,170,5,14,1,0,1,その他,11-50名,見積もり,3980000,0,半年以内,普通,10億円～100億円,1
企業_1458_07JYLEVW,34,2,60,0,1,0,小売,11-50名,交渉,2620000,0,3ヶ月以内,低い,1億円未満,1
企業_1459_XXUOIEBQ,158,1,10,1,1,1,IT,51-100名,クロージング,820000,1,未定,普通,1億円未満,0
企業_1460_UCPYQ0CE,13,6,35,1,1,1,製造業,101-500名,見積もり,2230000,1,未定,普通,1億円未満,1
企業_1461_WB3I5KW9,141,4,14,0,0,0,IT,101-500名,初期ヒアリング,3880000,0,半年以内,高い,10億円～100億円,0
企業_1462_39P9LAKN,18,8,52,1,1,1,IT,101-500名,交渉,3080000,0,1年以内,普通,10億円～100億円,0
企業_1463_16MU797T,160,2,61,1,1,1,金融,501名以上,初期ヒアリング,4420000,0,未定,高い,10億円～100億円,1
企業_1464_WO4X1HHA,96,7,47,0,1,1,小売,11-50名,見積もり,3880000,0,3ヶ月以内,高い,10億円～100億円,1
企業_1465_TXM5EQ67,123,5,14,0,0,0,IT,101-500名,クロージング,1810000,1,3ヶ月以内,普通,1億円未満,1
企業_1466_ZNP2TG7M,39,3,62,0,1,1,IT,51-100名,見積もり,4490000,0,未定,高い,1億円～10億円,1
企業_1467_XAYU0G5X,46,8,86,1,1,0,製造業,501名以上,クロージング,3130000,1,半年以内,高い,10億円～100億円,1
企業_1468_U1O9HWFO,29,4,42,1,1,0,サービス,101-500名,交渉,4230000,0,半年以内,普通,1億円未満,1
企業_1469_B1PO3W9O,62,9,49,0,1,1,製造業,1-10名,提案,4260000,0,半年以内,低い,10億円～100億円,1
企業_1470_THU52AXT,16,5,59,1,0,0,小売,501名以上,見積もり,2390000,1,1年以内,普通,1億円～10億円,0
企業_1471_ZB8VIPXA,121,8,58,0,0,1,小売,501名以上,見積もり,4300000,1,1年以内,普通,100億円以上,0
企業_1472_079CALU4,10,6,14,1,0,0,金融,11-50名,クロージング,4430000,1,1年以内,高い,1億円～10億円,0
企業_1473_FS5GSXM3,158,4,28,0,1,0,その他,1-10名,提案,2460000,0,未定,低い,10億円～100億円,0
企業_1474_QKSOG16R,153,1,74,0,0,0,その他,501名以上,初期ヒアリング,2390000,1,半年以内,高い,10億円～100億円,0
企業_1475_SD3XNVYP,103,3,81,0,1,1,その他,501名以上,見積もり,160000,0,1年以内,低い,1億円未満,0
企業_1476_4IXN4RQ5,84,1,39,1,1,1,サービス,11-50名,提案,2040000,0,未定,低い,1億円未満,0
企業_1477_J70AM1GP,133,2,30,0,1,0,小売,51-100名,交渉,2650000,1,半年以内,低い,100億円以上,1
企業_1478_8TPO3AMP,65,9,72,0,0,1,サービス,51-100名,クロージング,1800000,0,半年以内,高い,1億円未満,1
企業_1479_FZ61QS3L,177,2,85,1,0,0,その他,1-10名,クロージング,490000,0,半年以内,高い,100億円以上,1
企業_1480_38Z9Q0O7,3,3,10,0,1,1,その他,11-50名,初期ヒアリング,2970000,0,未定,普通,1億円未満,0
企業_1481_JSRYF2S5,173,5,80,1,1,0,製造業,101-500名,提案,2370000,1,未定,低い,100億円以上,0
企業_1482_YYEVKENC,142,2,61,0,0,1,小売,11-50名,提案,2430000,0,3ヶ月以内,普通,10億円～100億円,0
企業_1483_PON439ER,120,9,74,0,0,0,その他,101-500名,初期ヒアリング,3700000,0,3ヶ月以内,普通,1億円未満,1
企業_1484_2M46J6VS,158,0,7,0,1,1,IT,51-100名,クロージング,1920000,0,1年以内,普通,10億円～100億円,1
企業_1485_CHC78IDU,68,0,50,0,0,1,小売,1-10名,提案,2200000,0,1年以内,普通,10億円～100億円,0
企業_1486_4DXNYBXZ,146,8,56,0,1,1,サービス,101-500名,交渉,4880000,1,半年以内,高い,10億円～100億円,1
企業_1487_N2JHISBR,37,8,3,0,0,1,小売,51-100名,初期ヒアリング,3590000,1,1年以内,普通,1億円～10億円,0
企業_1488_VRG8SXW0,153,4,35,0,0,1,金融,501名以上,初期ヒアリング,3760000,0,1年以内,低い,1億円～10億円,0
企業_1489_XN6R31X5,176,8,18,1,0,0,IT,1-10名,提案,2380000,0,未定,低い,100億円以上,1
企業_1490_E4YWZSD2,73,6,23,0,1,0,その他,101-500名,提案,3540000,0,半年以内,低い,10億円～100億円,1
企業_1491_X26I7JXN,143,8,40,1,1,1,金融,11-50名,クロージング,2640000,0,3ヶ月以内,低い,1億円～10億円,0
企業_1492_69K5TMC0,49,6,48,1,1,1,製造業,101-500名,クロージング,860000,1,半年以内,普通,1億円未満,0
企業_1493_PG87XVL1,121,8,81,1,1,0,小売,501名以上,提案,4690000,1,未定,普通,1億円未満,1
企業_1494_IJOLPT8V,88,1,45,1,0,1,小売,1-10名,交渉,2740000,1,半年以内,低い,10億円～100億円,0
企業_1495_3KBWTV0T,140,7,35,1,1,1,製造業,1-10名,初期ヒアリング,2410000,1,半年以内,高い,100億円以上,1
企業_1496_JH9ASB5G,37,6,9,1,0,1,金融,11-50名,クロージング,1460000,1,半年以内,高い,1億円未満,0
企業_1497_B3KEFNCY,61,5,77,0,1,1,IT,11-50名,交渉,730000,1,1年以内,低い,10億円～100億円,0
企業_1498_2S70RPP4,171,4,6,0,1,0,その他,101-500名,クロージング,2540000,0,未定,低い,100億円以上,1
企業_1499_XR1MRKGM,124,3,11,0,1,1,金融,501名以上,クロージング,4380000,0,3ヶ月以内,普通,1億円未満,1
企業_1500_XT58CXPA,39,6,85,0,0,0,サービス,11-50名,提案,1000000,0,1年以内,普通,100億円以上,0
企業_1501_OCEWANTR,63,2,47,0,0,0,その他,501名以上,クロージング,4540000,1,半年以内,普通,10億円～100億円,0
企業_1502_A0BBLI80,46,7,36,1,0,0,金融,101-500名,初期ヒアリング,2420000,0,1年以内,高い,1億円未満,0
企業_1503_4IKOMWJB,88,1,74,1,1,0,IT,11-50名,見積もり,3600000,0,3ヶ月以内,高い,10億円～100億円,1
企業_1504_RY2X4FAC,11,0,35,1,1,1,小売,51-100名,提案,4630000,0,半年以内,低い,100億円以上,0
企業_1505_IXLEROJY,62,1,59,0,0,0,金融,11-50名,交渉,3580000,1,1年以内,普通,1億円～10億円,1
企業_1506_IUFPEX23,77,8,76,0,0,1,製造業,11-50名,クロージング,1030000,1,1年以内,低い,1億円～10億円,1
企業_1507_YQEM4RLX,153,4,7,0,0,1,IT,501名以上,交渉,4310000,0,1年以内,高い,100億円以上,0
企業_1508_6PEZ0SYS,52,7,6,0,0,0,小売,1-10名,提案,2120000,0,1年以内,低い,100億円以上,0
企業_1509_Z9JXP1UI,4,2,42,1,1,0,IT,51-100名,初期ヒアリング,4990000,1,未定,高い,10億円～100億円,1
企業_1510_8DYN9YWT,59,6,57,1,1,1,その他,51-100名,見積もり,1830000,1,半年以内,低い,1億円未満,1
企業_1511_15JENX7W,72,1,80,0,1,1,製造業,1-10名,クロージング,1330000,0,未定,普通,1億円未満,1
企業_1512_MQAY4RGI,148,7,85,1,1,0,その他,51-100名,交渉,790000,1,未定,普通,1億円～10億円,0
企業_1513_M8DGWZI1,93,6,45,0,1,0,その他,51-100名,提案,1120000,1,3ヶ月以内,普通,10億円～100億円,1
企業_1514_SHMQDBPX,63,4,33,0,0,1,サービス,501名以上,見積もり,2420000,0,1年以内,高い,1億円未満,1
企業_1515_WZNU8MI1,54,3,83,0,0,0,IT,1-10名,初期ヒアリング,730000,0,3ヶ月以内,高い,100億円以上,1
企業_1516_5IAKBZM3,117,0,71,1,1,0,IT,101-500名,見積もり,1040000,0,3ヶ月以内,低い,1億円未満,1
企業_1517_VLX8A90U,110,4,21,1,0,1,金融,101-500名,提案,1720000,1,未定,高い,1億円未満,1
企業_1518_UFXFEML3,74,8,20,1,1,1,製造業,101-500名,初期ヒアリング,2770000,0,未定,低い,1億円未満,0
企業_1519_1X0GAIZR,107,9,14,0,1,1,製造業,101-500名,交渉,3130000,0,3ヶ月以内,普通,100億円以上,1
企業_1520_RXM96IUW,57,3,4,0,0,1,サービス,51-100名,見積もり,3280000,1,1年以内,低い,1億円未満,1
企業_1521_MKVCB2IT,169,8,16,0,0,1,製造業,51-100名,交渉,1820000,1,未定,普通,10億円～100億円,1
企業_1522_PVNJWRQ5,3,1,71,1,1,1,IT,501名以上,見積もり,150000,0,1年以内,普通,100億円以上,1
企業_1523_KGTGI0BE,120,3,18,0,1,0,サービス,101-500名,提案,3100000,0,未定,低い,1億円未満,0
企業_1524_BSYL69KH,6,8,4,0,0,1,製造業,501名以上,見積もり,3550000,0,未定,高い,10億円～100億円,0
企業_1525_SPTUPUSQ,5,3,22,1,0,1,サービス,51-100名,提案,1100000,1,半年以内,普通,10億円～100億円,0
企業_1526_SBU1BMYD,5,4,82,0,1,1,製造業,1-10名,交渉,4250000,1,未定,高い,1億円未満,0
企業_1527_P3UWHWNY,54,7,13,1,0,0,製造業,11-50名,クロージング,4610000,0,1年以内,高い,10億円～100億円,1
企業_1528_JSGNINS0,47,0,9,1,1,0,金融,101-500名,初期ヒアリング,3690000,0,未定,低い,10億円～100億円,1
企業_1529_S62TDX4R,177,0,30,0,1,1,製造業,101-500名,初期ヒアリング,1400000,1,3ヶ月以内,高い,1億円未満,0
企業_1530_TQ657SNY,9,8,12,0,0,1,サービス,51-100名,クロージング,3920000,1,1年以内,低い,10億円～100億円,0
企業_1531_KDMK3800,99,8,21,0,0,0,IT,11-50名,クロージング,3950000,0,1年以内,高い,10億円～100億円,0
企業_1532_3AB1ABME,20,3,36,0,1,0,金融,501名以上,初期ヒアリング,290000,1,1年以内,低い,10億円～100億円,0
企業_1533_XLDWTHKL,122,1,38,1,0,1,製造業,501名以上,見積もり,2200000,1,未定,普通,1億円～10億円,0
企業_1534_4R2S9I69,61,8,9,1,0,0,製造業,11-50名,交渉,3040000,0,未定,高い,100億円以上,1
企業_1535_ZBFSZZX0,123,3,30,1,0,0,サービス,501名以上,交渉,4050000,1,半年以内,普通,1億円～10億円,0
企業_1536_GSKOD504,163,5,42,1,0,0,金融,101-500名,提案,4540000,1,半年以内,高い,100億円以上,1
企業_1537_QDUHU2ER,178,0,76,1,0,1,製造業,101-500名,見積もり,3010000,1,半年以内,低い,1億円未満,0
企業_1538_ETOPN491,82,8,35,1,1,0,IT,51-100名,見積もり,4990000,1,半年以内,普通,100億円以上,1
企業_1539_JJRKIQHE,62,4,34,1,0,0,その他,101-500名,交渉,3570000,0,3ヶ月以内,高い,1億円～10億円,0
企業_1540_B4KZB95K,145,2,67,0,0,1,IT,51-100名,交渉,2740000,1,半年以内,低い,100億円以上,0
企業_1541_MSNU42SR,3,3,54,0,0,0,製造業,501名以上,初期ヒアリング,2620000,1,1年以内,低い,100億円以上,0
企業_1542_7JZ61E98,160,0,67,0,1,0,IT,1-10名,交渉,530000,0,1年以内,低い,1億円未満,0
